City,State,Code
Santa Barbara,CALIFORNIA,SBA
South Bend,INDIANA,SBN
San Luis Obispo,CALIFORNIA,SBP
Steamboat Springs,COLORADO,SBS
Salisbury-Ocean City,MARYLAND,SBY
Prudhoe Bay/Deadhorse,ALASKA,SCC
State College/University Park,PENNSYLVANIA,SCE
Stockton,CALIFORNIA,SCK
Santiago,Chile,SCL
Scammon Bay,ALASKA,SCM
Louisville,KENTUCKY,SDF
Scottsdale,ARIZONA,SDL
Sand Point,ALASKA,SDP
Santo Domingo,Dominican Republic - Las Americas,SDQ
Seattle,WA - Seattle/Tacoma International,SEA
Seoul,South Korea - All Airports,SEL
Mahe Island,Seychelles,SEZ
San Francisco,CALIFORNIA,SFO
Springfield,MISSOURI,SGF
Ho Chi Minh City,Viet Nam,SGN
Saint George,UTAH,SGU
Skagway,ALASKA,SGY
Staunton,VIRGINIA,SHD
Shungnak,ALASKA,SHG
Shishmaref,ALASKA,SHH
Sheridan,WY,SHR
Shreveport,LOUISIANA,SHV
Shageluk,ALASKA,SHX
Singapore,Singapore - Changi,SIN
Sitka,ALASKA,SIT
San Jose,CALIFORNIA,SJC
Cabo San Lucas,Mexico,SJD
Los Cabos,Mexico,SJD
San Jose,Costa Rica - Juan Santa Maria,SJO
San Angelo,TEXAS,SJT
San Juan,Puerto Rico,SJU
San Juan,Puerto Rico,SJU
St Kitts,St Kitts and Nevis,SKB
Thessaloniki,Greece,SKG
Shaktoolik,ALASKA,SKK
Salt Lake City,UTAH,SLC
Salem,OREGON,SLE
Saranac Lake,NEW YORK,SLK
Salina,KANSAS,SLN
San Luis Potosi,Mexico,SLP
Sleetmore,ALASKA,SLQ
Saint Lucia,ST. LUCIA,SLU
Saltillo,Mexico,SLW
Salt Cay,Turks and Caicos Islands,SLX
Salehard,Russia,SLY
Santa Maria,Portugal,SMA
Sacramento,CALIFORNIA,SMF
Samos,Greece,SMI
Saint Michael,ALASKA,SMK
Stella Maris,Bahamas,SML
Santa Marta,Colombia,SMR
Sante Marie,Madagascar,SMS
Santa Maria,CALIFORNIA,SMX
Orange County,CALIFORNIA,SNA
Santa Ana,CALIFORNIA,SNA
Sao Nicolau,Cape Verde,SNE
Shannon,Ireland,SNN
Sakon Nakhon,Thailand,SNO
Saint Paul Island,ALASKA,SNP
Thandwe,Myanmar,SNW
Solo City,Indonesia,SOC
Sorocaba,Brazil,SOD
Sofia,Bulgaria,SOF
Sognolal,Norway,SOG
Sorkjosen,Norway,SOJ
Espiritu Santo,Vanuatu,SON
Soderham,Sweden,SOO
Southern Pines,NORTH CAROLINA,SOP
South Hampton,United Kingdom,SOU
Stronsay,United Kingdom,SOY
Santa Cruz De La Palma,Spain and Canary Islands - La Palma,SPC
Springfield,ILLINOIS,SPI
Saipan,Northern Mariana Islands,SPN
Wichita Falls,TEXAS,SPS
Split,Croatia,SPU
Sintang,Indonesia,SQG
Son-La,Viet Nam - Na-San,SQH
Storuman,Sweden,SQO
Sucre,Bolivia,SRE
Semarang,Indonesia,SRG
Sarasota,FLORIDA,SRQ
Stony River,ALASKA,SRV
Malabo,Equatorial Guinea,SSG
Sharm El Sheikh,Egypt,SSH
Sara,Vanuatu,SSR
Saint Cloud,MINNESOTA,STC
Santo Domingo,Venezuela,STD
Saint George Island,ALASKA,STG
Santiago,Dominican Republic,STI
Saint Louis,MISSOURI,STL
London,United Kingdom - Stansted,STN
Stockholm,Sweden - All airports,STO
Stuttgart,Germany - Echterdingen,STR
Santa Rosa,CALIFORNIA,STS
Saint Thomas,U.S. Virgin Islands,STT
St. Thomas Island,U.S. Virgin Islands,STT
Stavropol,Russia,STW
Saint Croix,U.S. Virgin Islands,STX
St. Croix Island,U.S. Virgin Islands,STX
Surabaya,Indonesia,SUB
Lamezia-Terme,Italy,SUF
Satu Mare,Romania,SUJ
Sui,Pakistan,SUL
Hailey,IDAHO,SUN
Sun Valley,IDAHO,SUN
Summer Beaver,Ontario,SUR
Suva,Fiji,SUV
Sioux City,IOWA,SUX
Savoonga,ALASKA,SVA
Sambaua,Madagascar,SVB
Silver City,NEW MEXICO,SVC
St Vincent,Saint Vincent and the Grenadines,SVD
Stavanger,Norway,SVG
Svolvaer,Norway,SVJ
Savonlinna,Finland,SVL
Moscow,Russia - Sheremetyevo,SVO
Sevilla,Spain and Canary Islands,SVQ
Stevens Village,ALASKA,SVS
Savusavu,Fiji,SVU
Ekaterinburg,Russia,SVX
San Antonio,Venezuela,SVZ
Shantou,China,SWA
Seward,ALASKA,SWD
Newburgh/Stewart Field,NEW YORK,SWF
Stewart Field/Newburgh,NEW YORK,SWF
Satwag,Papua New Guinea,SWG
Strasbourg,France - Entzheim,SXB
Berlin,Germany - Schoenefeld,SXF
Saumlaki,Indonesia,SXK
Sligo,Ireland,SXL
Saint Maarten,Netherlands Antilles,SXM
Sheldon Point,ALASKA,SXP
Srinagar,India,SXR
Simao,China,SYM
Shonai,Japan,SYO
San Jose,Costa Rica - Tobias Bolanos Int'l,SYQ
Syracuse,NEW YORK,SYR
Sanya,China,SYX
Stornoway,United Kingdom,SYY
Shiraz,Iran,SYZ
Sheffield,United Kingdom,SZD
Salzburg,Austria,SZG
Skukuza,South Africa,SZK
Sesriem,Namibia,SZM
S. Cristobal del Casas,Mexico,SZT
Shenzhen,China,SZX
Szczecin,Poland,SZZ
Tobago,Trinidad and Tobago,TAB
Tacloban,Philippines,TAC
Daegu,South Korea,TAE
Tanna,Vanuatu,TAH
Taiz,Yemen,TAI
Tanana,ALASKA,TAL
Tampico,Mexico,TAM
Qingdao,China,TAO
Tapachula,Mexico,TAP
Taranto,Italy,TAR
Tashkent,Uzbekistan,TAS
Popraol/Tatry,Slovakia,TAT
Tabubil,Papua New Guinea,TBG
The Bight,Bahamas,TBI
Tabarka,Tunisia,TBJ
Fort Leonard Wood,MISSOURI,TBN
Tabora,Tanzania,TBO
Tumbes,Peru,TBP
Tbilisi,Georgia,TBS
Nuku'Alofa,Tonga,TBU
Tabriz,Iran,TBZ
Treasure Cay,Bahamas,TCB
Tacheng,China,TCG
Tchibanga,Gabon,TCH
Tuscaloosa,ALABAMA,TCL
Tumaco,Colombia,TCO
Taba,Egypt,TCP
Tacna,Peru,TCQ
Takotna,ALASKA,TCT
Tetabedi,Papua New Guinea,TDB
Trinidad,Bolivia,TDD
Tbessa,Algeria,TEE
Tetlin,ALASKA,TEH
Tatitlek,ALASKA,TEK
Terceira Island,Portugal,TER
Tete,Mozambique,TET
Te Anau,New Zealand,TEU
Telluride,COLORADO,TEX
Tezpur,India,TEZ
Tufi,Papua New Guinea,TFI
Tenerife,Spain and Canary Islands - Norte Los Rodeos,TFN
Tenerife,Spain and the Canary Islands - Sur Reina Sofia,TFS
Podgoriea,Serbia and Montenegro - Golubovci,TGD
Kuala Terengganu,Malaysia,TGG
Tongoa,Vanuatu,TGH
Tiga,New Caledonia,TGJ
Tirgu Mures,Romania,TGM
Tongliao,China,TGO
Tegucigalpa,Honduras,TGU
Tuxtla Gutierrez,Mexico,TGZ
Berlin,Germany - Tempelhof,THF
Tachilek,Myanmar,THL
Trollhattan,Sweden,THN
Thorshofn,Iceland,THO
Tehran,Iran - Mehrabad,THR
Sukhotthai,Thailand,THS
Pituffik,Greenland,THU
Tirana,Albania,TIA
Tiaret,Algeria,TID
Tippi,Ethiopia,TIE
Taif,Saudi Arabia,TIF
Tikehau Atoll,French Polynesia,TIH
Tijuana,Mexico,TIJ
Tembagapura,Indonesia,TIM
Tindouf,Algeria,TIN
Tripoli,Latvia,TIP
Tinian,Northern Mariana Islands,TIQ
Tirupati,India,TIR
Timaru,New Zealand,TIU
Tivat,Serbia and Montenegro,TIV
Tioljikja,Mauritania,TIY
Tari,Papua New Guinea,TIZ
Tarija,Bolivia,TJA
Trujillo,Honduras,TJI
Tyumen,Russia,TJM
Tanjung Pandan,Indonesia,TJQ
Tanjung Selor,Indonesia,TJS
Talkeetna,ALASKA,TKA
Tekadu,Papua New Guinea,TKB
Tenakee Springs,ALASKA,TKE
Bandar Lampung,Indonesia - Branti,TKG
Tok,ALASKA,TKJ
Truk,Micronesia,TKK
Tokunoshima,Japan,TKN
Kigoma,Tanzania,TKQ
Tokushima,Japan,TKS
Turku,Finland,TKU
Toluco,Mexico,TLC
Tulear,Madagascar,TLE
Tallahassee,FLORIDA,TLH
Tallinn,Estonia,TLL
Tlemcen,Algeria,TLM
Toulon,France,TLN
Toulouse,France,TLS
Tuluksak,ALASKA,TLT
Tel Aviv,Israel,TLV
Tambolaka,Indonesia,TMC
Tomanggong,Malaysia,TMG
Tanahmerah,Indonesia,TMH
Termez,Uzbekistan,TMJ
Tamatave,Madagascar,TMM
Tampere,Finland,TMP
Tamanrasset,Algeria,TMR
Sao Tome Is.,Sao Tome and Principe,TMS
Tambor,Costa Rica,TMU
Timimoun,Algeria,TMX
Jinan,China,TNA
Tin City,ALASKA,TNC
Tangier,Morocco,TNG
Tununak,ALASKA,TNK
Tainan,Taiwan,TNN
Tamarindo,Costa Rica,TNO
Antaninvarivo,Madgascar,TNR
Stung Treng,Cambodia,TNX
Tobruk,Libya,TOB
Tioman,Malaysia,TOD
Tozeur,Tunisia,TOE
Tomsk,Russia,TOF
Togiak Village,ALASKA,TOG
Torres,Vanuatu,TOH
Toledo,OHIO,TOL
Tombouctou,Mali,TOM
Tromso,Norway,TOS
Touho,New Caledonia,TOU
Tortola,British Virgin Islands,TOV
Toyama,Japan,TOY
Tampa,FLORIDA,TPA
Taipei,Taiwan - Chiang Kai Shek,TPE
Tarapoto,Peru,TPP
Tepic,Mexico,TPQ
Trapani,Italy,TPS
Taramajma,Japan,TRA
Torreon,Mexico,TRC
Trondheim,Norway,TRD
Tiree,United Kingdom,TRE
Oslo,Norway - Sandefjord,TRF
Tauranga,New Zealand,TRG
Bristol,VIRGINIA,TRI
Johnson City,TENNESSEE,TRI
Kingsport,TENNESSEE,TRI
Tarakan,Indonesia,TRK
Turin,Italy,TRN
Trieste,Italy,TRS
Trujillo,Peru,TRU
Thiruvananthapuram,India,TRV
Tarawa,Kiribati,TRW
Tiruchirapally,India,TRZ
Taipei,Taiwan - Sung Shan,TSA
Tsumeb,Namibia,TSB
Astana,Kazakhstan,TSE
Venice,Italy - Treviso,TSF
Tsushima,Japan,TSJ
Taos,NEW MEXICO,TSM
Tianjn,China,TSN
Isles of Scilly,United Kingdom - Tresco,TSO
Timosoara,Romania,TSR
Trang,Thailand,TST
Tortoli,Italy,TTB
Ternate,Indonesia,TTE
Tottori,Japan,TTJ
Philadelphia,PA - Trenton/Mercer NJ,TTN
Trenton/Mercer,NEW JERSEY,TTN
Tortuquero,Costa Rica,TTQ
Tsaratanana,Madagascar,TTS
Taitung,Taiwan,TTT
Tetuan,Morocco,TTU
Tulcan,Ecuador,TUA
Tubuai,French Polynesia,TUB
Tours,France,TUF
Tuguegarao,Philippines,TUG
Turaif,Saudi Arabia,TUI
Tum,Ethiopia,TUJ
Turbat,Pakistan,TUK
Tulsa,OKLAHOMA,TUL
Tunis,Tunisia,TUN
Taupo,New Zealand,TUO
Tupelo,MISSISSIPPI,TUP
Tucson,ARIZONA,TUS
Tabuk,Saudi Arabia,TUU
Tucupita,Venezuela,TUV
Morafenobe,Madagascar,TVA
Traverse City,MICHIGAN,TVC
Thief River Falls,MINNESOTA,TVF
Taveuni,Fiji,TVU
Dawe,Myanmar,TVY
Twin Hills,ALASKA,TWA
Twin Falls,IDAHO,TWF
Tawau,Malaysia,TWU
Taichung,Taiwan,TXG
Texarkana,ARKANSAS,TXK
Berlin,Germany - Tegel,TXL
Teminabuan,Indonesia,TXM
Tunxi,China,TXN
Torsby,Sweden,TYF
Taiyuan,China,TYN
Tokyo,Japan - All airports,TYO
Tyler,TEXAS,TYR
Knoxville,TENNESSEE,TYS
Belize City,Belize - Municipal,TZA
South Andros,Bahamas,TZN
Trabzon,Turkey,TZX
Narsarsuaq,Greenland,UAK
Samburu,Kenya,UAS
Mabuiag Island,Australia,UBB
Ube,Japan,UBJ
Ubon Ratchathani,Thailand,UBP
Utica,NEW YORK,UCA
Ukhta,Russia,UCT
Uzhgorod,Ukraine,UDJ
Udaipur,Indonesia,UDR
Quelimane,Mozambique,UEL
Kumejima,Japan,UEO
Quetta,Pakistan,UET
Ufa,Russia,UFA
Pilot Point,AK - Ugashnik Bay,UGB
Urgench,Uzbekistan,UGC
Zugapa,Indonesia,UGU
Quibdo,Colombia,UIB
Qui Nhon,Viet Nam,UIH
Utila,Honduras,UII
Ust-Ilimsk,Russia,UIK
Quincy,ILLINOIS,UIN
Quito,Ecuador,UIO
Quimper,France,UIP
Jaluit Island,Marshall Islands,UIT
Ujae Island,Marshall Islands,UJE
Ust-Kamenogorsk,Kazakhstan,UKK
Ulei,Vanuatu,ULB
Ulundi,South Africa,ULD
Ulithi,Micronesia,ULI
Ulaanbaatar,Mongolia,ULN
Gulu,Uganda,ULU
Uliastai,Mongolia,ULY
Uummannaq,Greeland,UMD
Umea,Sweden,UME
Kiunga,Papua New Guinea,UNG
Unalakleet,ALASKA,UNK
Ranong,Thailand,UNN
Ujung Pandang,Indonesia,UPG
Uruapan,Mexico,UPN
Uralsk,Kazakhstan,URA
Urumqi,China,URC
Uraj,Russia,URJ
Rouen,France,URO
Surat Thani,Thailand,URT
Uroubi,Papua New Guinea,URU
Gurayat,Saudi Arabia,URY
Usinsk,Russia,USK
Koh Samui,Thailand,USM
Ulsan,South Korea,USN
Udon Thani,Thailand,UTH
Utirik Island,Marshall Islands,UTK
Upington,South Africa,UTN
Utopia Creek,ALASKA,UTO
Utapao,Thailand,UTP
Umtata,South Africa,UTT
Bugulma,Russia,UUA
Bulgulma,Russia,UUA
Ulan-Ude,Russia,UUD
Yuzhno-Sakhalinsk,Russia,UUS
Ouvea,New Caledonia,UVE
St. Lucia,St. Lucia - Hawnorra,UVF
St. Lucia,St. Lucia,UVF
Kharga,Egypt,UVL
Nyala,Sudan,UYL
Yulin,China,UYN
Vaasa,Finland,VAA
Vanimo,Papua New Guinea,VAI
Chevak,ALASKA,VAK
Van,Turkey,VAN
Suavanao,Solomon Islands,VAO
Varna,Bulgaria,VAR
Sivas,Turkey,VAS
Vatomatry,Madagascar,VAT
Vava'u,Tonga,VAV
Vardoe,Norway,VAW
Vanuabalavu,Fiji,VBV
Visby,Sweden,VBY
Venice,Italy - Marco Polo,VCE
Sao Paulo,Brazil - Viracopos,VCP
Victoria,TEXAS,VCT
Ovda,Israel,VDA
Fagernes,Norway,VDB
Valverde,Spain and Canary Islands - Hierro,VDE
Vadso,Norway,VDS
Valdez,ALASKA,VDZ
Venetie,ALASKA,VEE
Vernal,UTAH,VEL
Veracruz,Mexico,VER
Vestmannaeyjar,Iceland,VEY
Victoria Falls,Zimbabwe,VFA
Vigo,Spain,VGO
Vilhelmina,Sweden,VHM
Vienna,Austria,VIE
El Vigia,Venezuela,VIG
Vinh City,Viet Nam,VII
Virgin Gorda,British Virgin Islands,VIJ
Dakhla,Morocco,VIL
Visalia,CALIFORNIA,VIS
Vitoria,Spain and Canary Islands,VIT
Vivigani,Papua New Guinea,VIV
Rach Gia,Viet Nam,VKG
Roch Gia,Viet Nam,VKG
Moscow,Russia - Vnukovo,VKO
Vorkuta,Russia,VKT
Valencia,Spain,VLC
Valdosta,GEORGIA,VLD
Port Vila,Vanuatu,VLI
Volgodonsk,Russia,VLK
Valladolid,Spain and Canary Islands,VLL
Valencia,Venezuela,VLN
Valesdir,Vanuatu,VLS
Valera,Venezuela,VLV
Baimuru,Papua New Guinea,VMU
Vilnius,Lithuania,VNO
Varanasi,India,VNS
Vilanculos,Mozambique,VNX
Volgograd,Russia,VOG
Vohemar,Madagascar,VOH
Voronezh,Russia,VOZ
Vopnafjordur,Iceland,VPN
Fort Walton Beach,FLORIDA,VPS
Valparaiso,FLORIDA,VPS
Vieques,Puerto Rico,VQS
Varadero,Cuba,VRA
Varkaus,Finland,VRK
Verona,Italy,VRN
Villahermosa,Mexico,VSA
Lugansk,Uganda,VSG
Vasteras,Sweden,VST
Vitebsk,Belarus,VTB
Vientiane,Laos - Wattay,VTE
Vishakhapatnam,India,VTZ
Valledupar,Colombia,VUP
Mahanoro,Madagascar,VVB
Santa Cruz,Bolivia,VVI
Vladivostok,Russia,VVO
Lichinga,Mozambique,VXC
Sao Vicente,Cape Verde,VXE
Vaxjo,Sweden,VXO
Wales,ALASKA,WAA
Wadi Ad Dawasir,Saudi Arabia,WAE
Wanganui,New Zealand,WAG
Antsohihy,Madagascar,WAI
Ambatondrazaka,Madagascar,WAM
Antsalova,Madagascar,WAQ
Washington DC - All airports,WASHINGTON DC,WAS
Waterford,Ireland,WAT
Warsaw,Poland,WAW
Wahai,Indonesia,WBA
Stebbins,ALASKA,WBB
Beaver,ALASKA,WBQ
Boulder,CO - Municipal Airport,WBU
Enid,OKLAHOMA,WDG
Wedau,Papua New Guinea,WED
Weihai,China,WEH
Wagethe,Indonesia,WET
Fianarantsoa,Madagascar,WFI
Waingapo,Indonesia,WGP
Wadi Halfa,Sudan,WHF
Boulder,CO - Hiltons Har H,WHH
Whakatane,New Zealand,WHK
Wick,United Kingdom,WIC
Nairobi,Kenya - Wilson,WIL
Woja,Marshall Islands,WJA
WonJu,South Korea,WJU
Wanaka,New Zealand,WKA
Wakkanai,Japan,WKJ
Aleknagik,ALASKA,WKK
Wellington,New Zealand,WLG
Walaha,Vanuatu,WLH
Selawik,ALASKA,WLK
Wallis Island,Wallis and Futuna Islands,WLS
Mandritsara,Madagascar,WMA
Mountain Home,ARKANSAS,WMH
Meyers Chuck,ALASKA,WMK
Maroantsetra,Madagascar,WMN
White Mountain,ALASKA,WMO
Mampikony,Madagascar,WMP
Mananara,Madagascar,WMR
Wamena,Indonesia,WMX
Napakiak,ALASKA,WNA
Wunnummin Lake,Ontario,WNN
Naga,Philippines,WNP
Nawabshah,Pakistan,WNS
Wenzhou,China,WNZ
Wonan,Taiwan,WOT
Port Berge,Madagascar,WPB
Whangarei,New Zealand,WRE
Wrangell,ALASKA,WRG
Worland,WY,WRL
Wroclaw,Poland,WRO
Westray,United Kingdom,WRY
South Naknek,ALASKA,WSN
Wasior,Indonesia,WSR
Westerly,RHODE ISLAND,WST
Wasu,Papua New Guinea,WSU
Westsound,WASHINGTON,WSX
Westport,New Zealand,WSZ
Tambohorano,Madagascar,WTA
Wotje Island,Marshall Islands,WTE
Noatak,ALASKA,WTK
Tuntutuliak,ALASKA,WTL
Wotho Island,Marshall Islands,WTO
Tsiroanomandidy,Madagascar,WTS
Wau,Papua New Guinea,WUG
Wuhan,China,WUH
Wuyishan,China,WUS
Wau,Sudan,WUU
Walvis Bay,Namibia,WVB
Manakara,Madagascar,WVK
Wilhelmshaven,Germany,WVN
Wewak,Papua New Guinea,WWK
Whale Pass,ALASKA,WWP
Newtok,ALASKA,WWT
Wanxian,China,WXN
West Yellowstone,MONTANA,WYS
Churchill,MB - Rail service,XAD
Herning,Denmark,XAK
Chapeco,Brazil,XAP
Capreol,ON - Rail service,XAW
Montreal,QC - Dorval Rail service,XAX
Campbellton,NB - Rail service,XAZ
Bearskin Lake,Ontario,XBE
Brockville,Ontario,XBR
Christmas Island,Christmas Island,XCH
Chambord,QC - Rail service,XCI
Chatham,Ontario,XCM
Lille,France - Rail service,XDB
Gaspe,QC - Rail service,XDD
Halifax,NS - Rail service,XDG
Jasper,AB - Rail service,XDH
Chandler,QC - Rail service,XDL
Drummondville,QC - Rail service,XDM
Moncton,NB - Rail service,XDP
London,ON - Rail service,XDQ
Ottawa,ON - Rail service,XDS
Hervey,QC - Rail service,XDU
Prince George,BC - Rail service,XDV
Prince Rupert,BC - Rail service,XDW
Sarnia,ON - Rail service,XDX
Sudbury,ON - Rail service,XDY
The Pas,MB - Rail service,XDZ
Vancouver,BC - Rail service,XEA
Windsor,ON - Rail service,XEC
Lac Edouard,QC - Rail service,XEE
Winnipeg,MB - Rail service,XEF
Kingston,ON - Rail service,XEG
Ladysmith,BC - Rail service,XEH
Langford,BC - Rail service,XEJ
Melville,SK - Rail service,XEK
New Carlisle,QC - Rail service,XEL
New Richmond,QC - Rail service,XEM
Strasbourg,France - Bus service,XER
Miramichi,NB - Rail service,XEY
Fredericton Junction,NB - Rail service,XFC
Parent,QC - Rail service,XFE
Perce,QC - Rail service,XFG
Senneterre,QC - Rail service,XFK
Shawinigan,QC - Rail service,XFL
Shawnigan,BC - Rail service,XFM
Xiangfan,China,XFN
Weymont,QC - Rail service,XFQ
Alexandria,ON - Rail service,XFS
Brantford,ON - Rail service,XFV
Finkenwerder,Germany,XFW
Quebec,QC - Sainte-Foy Rail service,XFY
Cobourg,ON - Rail service,XGJ
Coteau,QC - Rail service,XGK
Kangiqsualujjuaq,Quebec,XGR
Grimsby,Ontario,XGY
Boulder,CO - Bus service,XHH
Georgetown,ON - Rail service,XHM
Chemainus,BC - Rail service,XHS
Guelph,ON - Rail service,XIA
Ingersoll,ON - Rail service,XIB
Xichang,China,XIC
Maxville,ON - Rail service,XID
Napanee,ON - Rail service,XIF
Prescott,ON - Rail service,XII
Xilinhot,China,XIL
Saint Hyacinthe,QC - Rail service,XIM
St Marys,ON - Rail service,XIO
Woodstock,ON - Rail service,XIP
Xi An,China - Xianyang,XIY
Joliette,QC - Rail service,XJL
Jonquiere,QC - Rail service,XJQ
Xieng Khouang,Laos,XKH
Kasabonika,Ontario,XKS
Sackville,NB - Rail service,XKV
Lac Brochet,Manitoba,XLB
Quebec,QC - Quebec Station Rail service,XLJ
Quebec,QC - Levis Rail service,XLK
Montreal,QC - St Lambert Rail service,XLM
Toronto,ON - Guildwood Rail service,XLQ
Niagara Falls,ON - Rail service,XLV
Aldershot,ON - Rail service,XLY
Truro,NS - Rail service,XLZ
Manihi,French Polynesia,XMH
Xiamen,China,XMN
Macas,Ecuador,XMS
Fayetteville,AR - Northwest Arkansas Regional,XNA
Xining,China,XNN
Poitiers,France - Rail service,XOP
Parksville,BC - Rail service,XPB
Pukatawagan,MB -,XPK
Brampton,ON - Rail service,XPN
Pointe-aux-Trembles,QC - Rail service,XPX
Saint Tropez,France,XPZ
Quepos,Costa Rica,XQP
Qualicum,British Columbia,XQU
Riviere-a-Pierre,QC - Rail service,XRP
Jerez De La Frontere,Spain,XRY
South Caicos,Turks and Caicos Islands,XSC
Tours,France - Rail service,XSH
South Indian Lake,Manitoba,XSI
Singapore,Singapore - Seletar,XSP
Tadoule Lake,Manitoba,XTL
Strathroy,ON - Rail service,XTY
Xuzhou,China,XUZ
Valenciennes,France,XVS
Belleville,ON - Rail service,XVV
Watford,ON - Rail service,XWA
Wyoming,ON - Rail service,XWY
Yandina,Solomon Islands,XYA
Lyon,France - Lyon Part-Dieu Rail service,XYD
Casselman,ON - Rail service,XZB
Glencoe,ON - Rail service,XZC
Edmonton,AB - Rail service,XZL
Anahim Lake,British Columbia,YAA
Arctic Bay,Nunavut,YAB
Cat Lake,Ontario,YAC
Fort Frances,Ontario,YAG
Chillan,Chile,YAI
Yakutat,ALASKA,YAK
Sault Ste-Marie,Ontario,YAM
Yaounde,Cameroon,YAO
Yap,Micronesia,YAP
Attawapiskat,Ontario,YAT
Angling Lake,Ontario,YAX
St Anthony,Newfoundland and Labrador,YAY
Tofino,British Columbia,YAZ
Kugaaruk,Nunavut,YBB
Baie Comeau,Quebec,YBC
Uranium City,Saskatchewan,YBE
Bagotville,Quebec,YBG
Black Tickle,Newfoundland and Labrador,YBI
Baker Lake,Nunavut,YBK
Campbell River,British Columbia,YBL
Yibin,China,YBP
Brandon,Manitoba,YBR
Opapamiska Lake,Ontario,YBS
Brochet,Manitoba,YBT
Berens River,Manitoba,YBV
Blanc Sablon,Quebec,YBX
Toronto,ON - Downtown Rail service,YBZ
Courtenay,British Columbia,YCA
Cambridge Bay,Nunavut,YCB
Cornwall,Ontario,YCC
Nanaimo,BC - Cassidy Airport,YCD
Castlegar,British Columbia,YCG
Colville Lake,Northwest Territories,YCK
St Catharines,Ontario,YCM
Kugluktuk/Coppermine,Nunavut,YCO
Cross Lake,Manitoba,YCR
Chesterfield Inlet,Nunavut,YCS
Clyde River,Nunavut,YCY
Dawson City,Yukon,YDA
Deer Lake,Newfoundland and Labrador,YDF
Davis Inlet,Newfoundland and Labrador,YDI
Dauphin,Manitoba,YDN
Nain,Newfoundland and Labrador,YDP
Dawson Creek,British Columbia,YDQ
Edmonton,AB - International,YEG
Arviat,Nunavut,YEK
Fort Severn,Ontario,YER
Inuvik,Northwest Territories,YEV
Fort Albany,Ontario,YFA
Iqaluit,Nunavut,YFB
Fredericton,New Brunswick,YFC
Fort Hope,Ontario,YFH
Snare Lake,Northwest Territories,YFJ
Flin Flon,Manitoba,YFO
Fort Simpson,Northwest Territories,YFS
Fox Harbour/St Lewis,Newfoundland and Labrador,YFX
Quebec,QC - Charny Rail service,YFZ
Gillies Bay,British Columbia,YGB
Fort Good Hope,Northwest Territories,YGH
Yonago,Japan,YGJ
Kingston,ON - Norman Rogers Airport,YGK
La Grande,Quebec,YGL
Gods Narrows,Manitoba,YGO
Gaspe,Quebec,YGP
Iles De La Madeleine,Quebec,YGR
Igloolik,Nunavut,YGT
Havre St Pierre,Quebec,YGV
Kuujjuarapik,Quebec,YGW
Gillam,Manitoba,YGX
Grise Fiord,Nunavut,YGZ
Port Hope Simpson,Newfoundland and Labrador,YHA
Hudson Bay,Saskatchewan,YHB
Dryden,Ontario,YHD
Charlottetown,Newfoundland and Labrador,YHG
Holman,Northwest Territories,YHI
Gjoa Haven,Nunavut,YHK
Hamilton,Ontario,YHM
Hopedale,Newfoundland and Labrador,YHO
Poplar Hill,Ontario,YHP
Chevery,Quebec,YHR
Hay River,Northwest Territories,YHY
Halifax,NS - International,YHZ
Pakuashipi,Quebec,YIF
Yichang,China,YIH
Ivujivik,Quebec,YIK
Yining,China,YIN
Pond Inlet,Nunavut,YIO
Island Lake/Garden Hill,Canada,YIV
Yiwu,China,YIW
Stephenville,Newfoundland and Labrador,YJT
Kamloops,British Columbia,YKA
Kitchener,Ontario,YKF
Kangirsuk,Quebec,YKG
Schefferville,Quebec,YKL
Yakima,WASHINGTON,YKM
Waskaganish,Quebec,YKQ
Yakutsk,Russia,YKS
Klemtu,British Columbia,YKT
Chisasibi,Quebec,YKU
Kimmirut/Lake Harbour,Canada,YLC
Chapleau,Ontario,YLD
Wha Ti/Lac La Martre,Northwest Territories,YLE
Lansdowne House,Ontario,YLH
Lloydminister,Alberta,YLL
La Tuque,Quebec,YLQ
Leaf Rapids,Manitoba,YLR
Kelowna,British Columbia,YLW
Mary's Harbour,Newfoundland and Labrador,YMH
Fort Mcmurray,Alberta,YMM
Moosonee,Ontario,YMO
Montreal,QC - all airports,YMQ
Chibougamau,Quebec,YMT
Montreal,QC - Mirabel,YMX
Montreal,QC - Downtown Rail service,YMY
Natashquan,Quebec,YNA
Yanbu,Saudi Arabia,YNB
Wemindji,Quebec,YNC
Norway House,Manitoba,YNE
Youngstown,OHIO,YNG
Yanji,China,YNJ
Points North Landing,Saskatchewan,YNL
North Spirit Lake,Ontario,YNO
Nemiscau,Quebec,YNS
Yantai,China,YNT
Yancheng,China,YNZ
Old Crow,Yukon,YOC
Ogoki,Ontario,YOG
Oxford House,Manitoba,YOH
High Level,Alberta,YOJ
Oshawa,Ontario,YOO
Rainbow Lake,Alberta,YOP
Ottawa,ON - International,YOW
Prince Albert,Saskatchewan,YPA
Port Alberni,British Columbia,YPB
Paulatuk,Northwest Territories,YPC
Peace River,Alberta,YPE
Esquimalt,British Columbia,YPF
Inukjuak,Quebec,YPH
Aupaluk,Quebec,YPJ
Pickle Lake,Ontario,YPL
Pikangikum,Ontario,YPM
Port Meiner,Quebec,YPN
Peawanuck,Ontario,YPO
Prince Rupert,BC - Digby Island Airport,YPR
